id;value;label;source;remarks;fk;creator;created;last_editor;last_edited;area;perimeter;length;latitude;longitude;geom
229;;Galinzagu;Maplibrary;;;;;;;;;;;;0101000020E6100000A3F0FF5F2DD2F4BFF2FFFFFF67062340
231;;Tibonayili;Maplibrary;;;;;;;;;;;;0101000020E61000008BEEFFBF06E9F3BFF0FFFF3F3DFE2240
232;;Jariguyili;Maplibrary;;;;;;;;;;;;0101000020E61000008AEBFFBF10B6F2BFE9FFFFBFC5F02240
233;;Zagoa;Maplibrary;;;;;;;;;;;;0101000020E6100000D5E7FF5F9754F1BFE1FFFFBF3DFF2240
234;;Kpaligun;Maplibrary;;;;;;;;;;;;0101000020E61000007CE7FFFF2837F1BFE0FFFF3FB9FF2240
235;;Yonyera;Maplibrary;;;;;;;;;;;;0101000020E610000009E7FF5F690DF1BFDEFFFFDF99092340
237;;Kuli;Maplibrary;;;;;;;;;;;;0101000020E61000001AECFF7F20FCF2BFE9FFFF3F40542340
238;;Voggo;Maplibrary;;;;;;;;;;;;0101000020E610000098E5FF1F3C8CF0BFDDFFFF3F3A102340
239;;Tibung;Maplibrary;;;;;;;;;;;;0101000020E6100000EEE6FFFF820BF1BFDEFFFFBF0F252340
240;;Teran;Maplibrary;;;;;;;;;;;;0101000020E610000035E7FFFFD022F1BFE1FFFFBF281F2340
242;;Tiguyoni;Maplibrary;;;;;;;;;;;;0101000020E61000009AC2FF1FE3FFEDBFCCFFFFFF6E072340
243;;Chishegu;Maplibrary;;;;;;;;;;;;0101000020E61000005CC4FF7FB38FEEBFCEFFFFFFB8E82240
244;;Nwogu;Maplibrary;;;;;;;;;;;;0101000020E6100000F2C1FF9F61AEEDBFCAFFFF7F1AEF2240
245;;Nyerizegu;Maplibrary;;;;;;;;;;;;0101000020E610000001E6FF5F3FADF0BFDBFFFFFF56032340
246;;Nwodua;Maplibrary;;;;;;;;;;;;0101000020E6100000C5C1FF5F85A8EDBFC8FFFF1FBDF82240
247;;Tugu Yapalse;Maplibrary;;;;;;;;;;;;0101000020E6100000ABAEFF7FCD42E2BF48FFFFDF34C12240
248;;Jimle;Maplibrary;;;;;;;;;;;;0101000020E61000002D61FF1F7FBDDEBF0EFFFF1FDDCB2240
249;;Suri;Maplibrary;;;;;;;;;;;;0101000020E610000051AEFFDF6C1EE0BF1DFFFFFF91E42240
250;;Tidjo;Maplibrary;;;;;;;;;;;;0101000020E6100000FEABFF9FEFFEE0BF2CFFFF1F3D082340
251;;Bogo;Maplibrary;;;;;;;;;;;;0101000020E61000008858FFBFA66CDFBF10FFFF5F0F162340
252;;Djego;Maplibrary;;;;;;;;;;;;0101000020E6100000DE6BFF9F7E8BDBBFE8FEFFDF00B02240
253;;Kpiljini;Maplibrary;;;;;;;;;;;;0101000020E61000007D74FFBFBA7FD7BFA8FEFF3F91E12240
254;;Sekpe;Maplibrary;;;;;;;;;;;;0101000020E6100000BD8CFF7FDA59D1BF34FEFF7F52272340
255;;Palari;Maplibrary;;;;;;;;;;;;0101000020E61000006BA3FFDFD93CD3BF6DFEFFFF125F2240
257;;Gupelgu;Maplibrary;;;;;;;;;;;;0101000020E6100000ACE6F8FF7B47A23FF7FBFFFFD8CC2240
258;;Gbungbalaga;Maplibrary;;;;;;;;;;;;0101000020E610000063DE29A0052B75BF63FCFFBF5CBA2240
259;;Yimahegu;Maplibrary;;;;;;;;;;;;0101000020E610000014660300A5FCAABFD4FCFF1F749F2240
260;;Choo;Maplibrary;;;;;;;;;;;;0101000020E61000004B42D15F4F65713F4DFCFFBFC9AE2240
261;;Kpachiyili;Maplibrary;;;;;;;;;;;;0101000020E6100000FF7F2C2098CC75BF67FCFF7F8B9E2240
262;;Adibo;Maplibrary;;;;;;;;;;;;0101000020E61000003884F2BF8D56913F33FCFF1F059B2240
263;;Kenyan;Maplibrary;;;;;;;;;;;;0101000020E6100000CC62F67F376EA93FEDFBFF3F964F2240
264;;Nakpachei;Maplibrary;;;;;;;;;;;;0101000020E6100000C127F29FE33F923F31FCFF5FC8902240
265;;Ghani;Maplibrary;;;;;;;;;;;;0101000020E6100000F532FBBF5181C93FF1F9FFDF7FB42240
266;;Ga;Maplibrary;;;;;;;;;;;;0101000020E61000005B4DFFDF4E8BDCBFE5FEFFFF299C2340
267;;Ada;Maplibrary;;;;;;;;;;;;0101000020E610000004C5FF1FB327EFBFD1FFFF3FB45F2340
268;;Tindan;Maplibrary;;;;;;;;;;;;0101000020E6100000E6BFFF5FF260EDBFC6FFFF1FBF552340
269;;Adayili;Maplibrary;;;;;;;;;;;;0101000020E610000066C4FF7F5135EFBFCFFFFF3FDBB62340
270;;Tigila;Maplibrary;;;;;;;;;;;;0101000020E610000091C2FFDF3EA0EEBFCCFFFFFF87BD2340
271;;Gbanga;Maplibrary;;;;;;;;;;;;0101000020E610000074C0FF5FC2EDEDBFC6FFFFDF03BE2340
272;;Gushie;Maplibrary;;;;;;;;;;;;0101000020E6100000BEB9FF1F088AEBBFB6FFFF9F809C2340
273;;Dipale;Maplibrary;;;;;;;;;;;;0101000020E61000003DC1FF9F1715EEBFCAFFFFBF5B992340
274;;Zankale;Maplibrary;;;;;;;;;;;;0101000020E6100000F7ACFF3F98DBE6BF88FFFFBF7BB02340
275;;Yapalsi;Maplibrary;;;;;;;;;;;;0101000020E61000005DAEFF3F3F09E7BF89FFFFDFF1872340
276;;Tamalagu;Maplibrary;;;;;;;;;;;;0101000020E61000005BAEFF7F7478E7BF8FFFFF5F48B32340
277;;Bagurugu;Maplibrary;;;;;;;;;;;;0101000020E610000006ADFFDFEA1FE7BF87FFFFFF46C82340
278;;Nyonguma;Maplibrary;;;;;;;;;;;;0101000020E61000009DA7FF3F1185E4BF66FFFF1F53C52340
279;;Sung;Maplibrary;;;;;;;;;;;;0101000020E6100000B2A2FF5F3D97E1BF30FFFF3F3EDF2340
280;;Tong;Maplibrary;;;;;;;;;;;;0101000020E6100000F943FFFF76C4DEBFFFFEFFFFA5E02340
281;;Saguli;Maplibrary;;;;;;;;;;;;0101000020E6100000205FFF3FCBCED9BFC6FEFFBFB93C2340
282;;Kom;Maplibrary;;;;;;;;;;;;0101000020E61000004755FFFFC28DDEBF04FFFFFF363F2340
283;;Debla;Maplibrary;;;;;;;;;;;;0101000020E61000002CA9FF7F1DEAE0BF29FFFF5F43472340
284;;Zinindo;Maplibrary;;;;;;;;;;;;0101000020E6100000A9A9FF5F2810E2BF3FFFFFFF743E2340
285;;Nanton;Maplibrary;;;;;;;;;;;;0101000020E6100000B3B1FFFFB764E7BF90FFFFFFB9182340
286;;Wayamba Jct.;Maplibrary;;;;;;;;;;;;0101000020E610000077E9FF1FDDE7F1BFE6FFFF3F13E92240
288;;Dixcove;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C12C34D76924FFBF460FEECEDA2D1340
289;;Busua;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A2A74885B105FFBF74D0B359F5391340
290;;Axim;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000095310395F1EF01C0E9108DEE20761340
291;;Takoradi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C1146EC0E707FCBFACE1E995B28C1340
292;;Sekondi;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000089A1AE7C9667FBBF776891ED7CBF1340
293;;Aboadi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DD823C49BA66FABF1FA930B610E41340
294;;Aboesi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000BECD78E92631FABFC31AF5108DEE1340
295;;Half Assini;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D920B072681107C0AE83F57F0E331440
296;;Elmina;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006A45CF49EF9BF5BF82D4264EEE571440
297;;Newtown;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002752616C21C808C0969F54FB745C1440
298;;Cape Coast;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000E2204A5E9DE3F3BF368386FE096E1440
299;;Moree;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C99A93C15172F3BFF98C0B0742921440
300;;Benso;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F2C9CCCCCC4CFEBFFC6BB2463DA41440
301;;Yamoransa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DD8D3AE46638F3BF03DF89592FA61440
302;;Biriwa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000FB0C00C63368F2BF174833164DA71440
303;;Anomabo;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000E7114278B4F1F1BF8C4FE449D2B51440
304;;Egyaa;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000001443D17476B2F1BF5950C24CDBBF1440
305;;Abandze;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000E7B708C4EB7AF1BFE685C954C1C81440
306;;Komantse;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D5BAB5847C50F1BF7F7840D994CB1440
307;;Efutu;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D772AC6EF51CF5BFBD28965B5ACD1440
308;;Saltpond Junction;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000273BF415A419F1BFF9D8EBDD1FCF1440
309;;Saltpond;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000114687BF26EBF0BF085A643BDFCF1440
310;;Dehia;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000EC4C07CE1951F5BF20F5F3A622F51440
311;;Abonko;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000800DA2B43778F0BFA0BC00FBE8F41440
312;;Yukwa;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000021167E8CB96BF5BF3D8FDFDBF4071540
313;;Mankessim;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000082714C158C4AF0BF352CB7B41A121540
314;;Nsuta;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000086B866F2CDB6FFBF642310AFEB171540
315;;Ekumfi Swedru;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000140D6397A8DEEFBF56D5E76A2B161540
316;;Ekumfi Asaadra;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D40BB532E197EFBFC517096D39171540
317;;Ekumfi Eyisam;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009644FD481119EEBFC20C37E0F3231540
318;;Esueyia;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A0637BD5CA84ECBF3E55F65D113C1540
319;;Frami;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000062992B9FE5F9F5BF191B81785D3F1540
320;;Tarkwa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000EBC3504EB4ABFFBFC4BE2B82FF4D1540
256;;Bioyili;Maplibrary;;;;;18;2015-08-06 17:11:44.469394+02;0;0;0;9.25164604186923;-0.230563983320366;0101000020E61000000E8CFFDF1E83CDBF0EFEFFBFD7802240
321;;Abrafo Odumase;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000000FF5DC5ED218F6BF7404C58F31571540
287;;Jegbo;Maplibrary;;;;;7;2016-12-19 12:18:00.639789+01;0;0;0;9.5289469116927;-1.06164664029933;0101000020E610000001E7FF2F81FCF0BFAA142E21D20E2340
322;;Gomoa Assin;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000000D339F3715A9E9BFBAACDD76A1591540
323;;Apam Junction;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002427B393C151E8BF5DF56228275A1540
324;;Winneba;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000003323C073EFE1E3BF91DBD78173661540
325;;Abooso;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009C252CF18032FFBFE4E522BE13731540
326;;Mankoadze;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DF2A4AB0389CE6BFD2B1BAD573721540
327;;Abaasa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D06F89761552EEBFBC25AAB706761540
328;;Winneba Junction;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A08C5205A392E4BF7FEC815660881540
329;;Senya Bereku;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002B2AC1D84290DFBFE846382D78911540
330;;Enyan Denkyira;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000EBE8B224404DEFBFAEB359F5B99A1540
331;;Gomoa Mpota;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000019310A0C59DDE3BF544CF8A57E9E1540
332;;Esiam;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000500B5E807D74EFBFD645425BCEA51540
333;;Gomoa Adawukwaa;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000008DE1A7FB00A4E3BFCA1795D409A81540
334;;Okyerko;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000740C777FBC57E3BF05A774B0FEAF1540
335;;Prestea;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009E4D2844C02101C0EEBCC62E51BD1540
336;;Gomoa Potsin;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000003679B33A2B4E2BF6D9AE61DA7C81540
337;;Awodwa Nkwanta;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000099AD777FBCD7FFBFDDD1C6116BD11540
338;;Biseasi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000FD8151D50451EFBF6CFA96395DD61540
339;;Gomoa Dabanyin;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000009CA2C211FF4E1BF61F23CB83BEB1540
340;;Gomoa Akotsi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F13FAB394030E1BF0C8D40BCAEFF1540
341;;Gomoa Feteh;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000ADB29A1BD313E1BF2818E76F42011640
342;;Afranse;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002225CB6262F3E7BF99601A868F081640
343;;Dramang;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000003274D66EBBD0FDBF6807B133850E1640
344;;Awutu Senya;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000CA3780B22957E0BFD2339D9D0C0E1640
345;;Fete Kraba;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000008250012B8716E0BFA83A191C250F1640
346;;Budumburan;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006926646B7D91DEBF342137C30D181640
347;;Kasoa;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000005657930ED6FFDBBFE5A09C6857211640
348;;Agona Swedru;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000437D4A3CA06CE6BF47635DDC46231640
349;;Ateiku;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000FF99E062450DFBBF39EE940ED63F1640
350;;Accra;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006B55B935B055CABFFDB9ED42733D1640
351;;Bogoso;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D0DD37BEF60C00C047EF1B5F7B461640
352;;Amoakwa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000761240F67AF7EFBFFF694DF38E531640
353;;Beposo;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000943EA9F6E97800C0D6B87020246B1640
354;;Nyakrom;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000098FB584C6C3EE9BF6E79C7293A721640
355;;Nyakrom;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006A6CD9C9E028ECBFE7E0D1C6118B1640
356;;Odoben;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000BAC8F4F3A622ECBF338AABCABE8B1640
358;;Ashaiman;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000096662CAA7D3A9EBF2BFAFB8C0BC71640
359;;Assin Fosu;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006E1DC4B12E6EF4BF0F020EA14ACD1640
360;;Adjen Kotoku;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009E0C79319413D7BF5940D47D00F21640
361;;Medie;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000CA3BDE2D90A0D4BF4BFA9122320C1740
362;;Akroso;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000034DD93D92093E8BF9CBB3FDEAB161740
363;;Ada Foah;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D6D6C4AC1743E43F333F5E9D63201740
364;;Anyanui;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000008A15AC174339E73FD3F4F0BA7E211740
365;;Adaiso;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F9D0E6BCC62EDFBFC3A3C2D842301740
366;;Anloga;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DE937545F0BFEC3FEC1EACE28D2C1740
367;;Nsawam;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000007D50E56F4221D6BFE70FAAD4EC411740
368;;Enchi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000CAD30E7F4D9606C0AC1F2922C34A1740
369;;Big Ada;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000089D0F3E0EEACE33FEA84882991441740
370;;Akonfudi;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000050FE4D0B5EF4F4BFB798BB96904F1740
371;;Akyease;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F1AF476DE2E4EFBFC5C56D3480571740
372;;Aburi;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009ADC2170EB6EC6BFBE5BF92CCF631740
373;;Bornikope;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000030401718B2BAD93FCCC788D2DE601740
374;;Asamankese;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002B3D2137C30DE5BF431DFE9AAC711740
375;;Tegbi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000135CE4DEC325EF3F6E86D7D8256A1740
376;;Asin Bereku;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000CC98CFD5566CF5BF70A4880CAB781740
377;;Ewisa;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F38BAB90F213F0BF84607138F38B1740
378;;Dodowa;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000031D7940C8E92B7BFA940E73576891740
379;;Akyem Swedru;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F09344F5D640F0BFA686A757CA921740
380;;Dansami;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000001B96C64B3789F5BFD3E3F736FD991740
381;;Ada Kasseh;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002726C190D5ADE03F4CAB024356971740
382;;Kyekyewre;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000097BBC073EFE1FABFF2FF1CE6CBAB1740
383;;Akim Oda;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D395CF7EA488EFBF79B8C7D287AE1740
384;;Adansi Prasu;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004A228AE596D6F5BF3BEA043411B61740
385;;Atiankama;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009588D51C2098EABF3ED44334BAC31740
386;;Dunkwa;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000003AA0FCA4DAA7FCBF59DE8E705AD01740
387;;Asuboi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D74077CC4065DABFCA47A29751CC1740
388;;Tojeh;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000008DAF2E1C08C9E03F603B8655BCD11740
389;;Dunkwa-on-Ofin;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006DD5E6C6F484FCBFEA60FD9FC3DC1740
390;;Feyito;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F8E121C84109E13F99DD00C11CDD1740
391;;Akropong City;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000035AA139430D3B6BF24370B7BDAE11740
392;;Asempaneye;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000034FE2A9FE579E2BF307D3A1E33F01740
393;;Kpotame;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A403DD0C37E0E03FA16C543541F41740
394;;Nkotumso;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000493B7958A8B5FEBF317AFCDEA6FF1740
395;;Amanasi;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000036E9D968006FDBBF0827F224E9FA1740
396;;Sokpoe;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000039642E39EE94E23F9B4E518369F81740
397;;Sogakope;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000090B1A99F3715E33F04E37C3F35FE1740
398;;Abenase;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000007FD7D98F1491F0BF1F4833164D071840
399;;Tefle;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000003ED4CC4065FCE13F87192D95B7031840
400;;Vume;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009018034356B7E13F08D3EF5014081840
401;;Mafi Kumase;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DAF0533A58FFE23FDC3BB1DCD20A1840
402;;Mafi Kumase;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DC6C0A630B41E53F3B6D1EDC9D151840
403;;Asuboe;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004EC6D56EBBD0E1BF152749D74C1E1840
404;;Mafi Kumase;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000125D5B25581CE23F4A83D13AAA1A1840
405;;Safwi Akontombra;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000485EBA490C0207C072C7293A922B1840
406;;Akwatia;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002DAA14C61682E9BF43DFF8DA332B1840
407;;Suhum;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004CFB689F8EC7DCBFC02666BD182A1840
408;;New Edubiase;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000038F7D2307C44F6BF55E71890BD3E1840
409;;Dendo;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000001D8D035B2558E33F063B7C27663D1840
410;;Yorkutikpo;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000005BBAFE092E56E33FA7E85487DC4C1840
411;;Agbozume;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D8BCDE62458DF03F0575A50F5D501840
412;;Adidome;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000CE4EC45F9335E03FC2D554A4C2581840
413;;Agboglakope;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000D2C2546F0D6CE13FA21DDA5548591840
414;;Kade;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A3E3E2A59BC4EABFDD60C3D32B651840
415;;Somanya;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004343B5E7305F8EBF80DB1FEF556B1840
416;;Mafi Akyemfo;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000606D2BC1E270E03FB4F17953916A1840
417;;Dadieso;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006C2C9ACE4E4608C0549869FB57761840
418;;Koforidua;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F4A9790F971CD1BF15ADF02E17711840
419;;Okrakwajo;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000086D8E68AE07FBBBFF8655C3810721840
420;;Akatzi;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009BDFA9B2EF8AE93F616C5C1B2A861840
421;;Mafi Anfoe;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000008C02B615FBCBE03F23ECD6C056891840
422;;Mafi Dadoboe;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DD5364062AE3E03FCD9F4D9CDC8F1840
423;;Ehi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DF6FA461F808F03F2FF04F53CB961840
424;;Kpong;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000079525F6C3EAEAD3F95DCDBF4679F1840
425;;Kibi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C86729C6F99BE1BFA62BF180B2A91840
426;;Kkwantanang;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002EC5FE21FDF6EBBF151D8F19A8AC1840
427;;Sefwi Bekwai;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000B0DF675C389002C05307EBFF1CC61840
428;;Kukurantumi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C3AFF66BB246D7BF3D8D588B4FC11840
429;;Mafi Wute;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000BEB4C4B12E6EE13F43612BF697BD1840
430;;Obuasi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000AE24FBAE08FEFABFAD8993FB1DCA1840
431;;Sefwi Wiawso;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000325F419AB1E803C05322895E46D11840
432;;Mawoekpor;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004C3B707CED99E13F0163904946CE1840
433;;Mafi Alavanjo;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000066C663B48EAAE13F5BBFC859D8D31840
434;;Sefwi Dwenasi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F99D7B0F97DC03C0599B38B9DFE11840
435;;New Tafo Akim;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C741E4E8F17BD7BFD5C48A1A4CE31840
436;;Fenyi Yokoe;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000ECCA9A6857A1F03F546A5AD3BCE31840
437;;Awaso;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006AFFAD64C74602C0E780B22957F81840
438;;Amoya;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004BD50451F78107C098030473F4F81840
439;;Mafi Kpedzeglio;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DD1C39B9DFA1E13FFD9728D027F21840
440;;Dzodze;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009EAE390FEECEEF3F231F674469EF1840
441;;Senchi;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A4E2E563E943B73FE835EE940EF61840
442;;Juapong;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000009628693BDF4FC13F3A50E3A59B041940
443;;Mafi Asiepke;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C5233D2CD49AE13F5BCF942BBC0B1940
444;;Fomena;OSM_Towns_cities;;;;;;;;;;;;0101000020E610000044526DC5FE32F8BF9E7823F3C81F1940
445;;Mafi Kumase;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000E6773411363CE23F979C2215C6161940
446;;Akrokerri;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000006D678104C50FFABF21E25817B7311940
447;;Abomosu;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000DD6DCC920035E7BFE28A89CDC7351940
448;;Dompoase;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000C3B4B7E9CF7EF8BFEDD495CFF23C1940
449;;Adaklu Ahunda (Hpodzi);OSM_Towns_cities;;;;;;;;;;;;0101000020E61000007663658D7A88E13F5229333333331940
450;;Antubia;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000000770253B36C206C066E0B9F770491940
451;;New Abirem;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000004C812B6519E2EFBF3B1B2AC6F95B1940
452;;Pramsakuma;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000F83BC8EA56CFF0BF441344DD07601940
453;;Afoso;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000002D7580ECF5EEEFBF0341F163CC7D1940
454;;Begoro;OSM_Towns_cities;;;;;;;;;;;;0101000020E61000001A789E6CCA15D8BFBA4EC763068A1940
455;;Buaku;OSM_Towns_cities;;;;;;;;;;;;0101000020E6100000A386E123628A04C0DEFF39CC97971940
