id;fk;creator;created;last_editor;last_edited;area;perimeter;length;latitude;longitude;geom;label;type;source;remarks
283;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3776988;-6.0563912;0101000020E6100000F8205F9DBE3918C0157AB3BC61C12840;Kouo;Town outside greater Bamako;OSM;
284;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0117787;-5.7030215;0101000020E61000001A8A3BDEE4CF16C02C9496DB07062840;Kouoro;Town outside greater Bamako;OSM;
285;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0099922;-8.2902631;0101000020E61000009E78735D9D9420C0206E98B21D052840;Kourouba;Town outside greater Bamako;OSM;
286;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6032731;-10.4024925;0101000020E610000043C5387F13CE24C0F21C3636E0342940;Kouroukoto;Town outside greater Bamako;OSM;
287;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.8793651;-5.8360655;0101000020E61000006C41EF8D215817C0CF7C73243CC22740;Kourouma;Town outside greater Bamako;OSM;
288;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.8581072;-9.5765727;0101000020E610000068887489342723C09CECB0D359B72B40;Kourouninkoto;Town outside greater Bamako;OSM;
289;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.181178;-4.8016714;0101000020E6100000DC8DF458E93413C06682E15CC35C2840;Koury;Town outside greater Bamako;OSM;old name was Kuri
290;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.3131512;-9.5512904;0101000020E610000090323DBC421A23C00468A55A55A02C40;Lambidou;Town outside greater Bamako;OSM;
291;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4950325;-4.1484683;0101000020E61000008BF8F312089810C00CEA5BE674FD2A40;Lanfiala;Town outside greater Bamako;OSM;old name was Lanféria
292;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.7166144;-12.0551308;0101000020E61000003001AE1A3A1C28C071AF2715E86E2D40;Lany-Tounka;Town outside greater Bamako;OSM;
293;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.0344476;-5.9813535;0101000020E6100000B34291EEE7EC17C0F4D9A61DA3112640;Lobougoula;Town outside greater Bamako;OSM;
294;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.888664;-5.605671;0101000020E6100000DF8AC404356C16C0DD43C2F7FEC62540;Loulouni;Town outside greater Bamako;OSM;
295;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6654072;-5.718545;0101000020E610000039D1AE42CADF16C0BE0BA540B0542940;M'Pessoba;Town outside greater Bamako;OSM;
296;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.9619411;-5.3586383;0101000020E6100000455FE6E03E6F15C0465B3A8B83EC2B40;Ke Macina;Town outside greater Bamako;OSM;old name was Macina
297;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.7503708;-2.3647567;0101000020E61000009EF98B8F05EB02C094DFFD4C18C03040;Madiakoye;Town outside greater Bamako;OSM;old name was Modiakoï
298;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7943147;-4.3934631;0101000020E61000002ABBAAFDE79211C0CF76966AB0962B40;Madiama;Town outside greater Bamako;OSM;
299;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.3592416;-9.305738;0101000020E6100000F549EEB0899C22C0B6B9D683EEB72C40;Madiga-Sacko;Town outside greater Bamako;OSM;
300;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7800886;-7.5463944;0101000020E6100000C3DE7A03822F1EC000F7E1C5678F2B40;Madina Sacko;Town outside greater Bamako;OSM;
301;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3981306;-8.8604862;0101000020E61000009251AFA591B821C0DF1225C6D7CB2A40;Madina;Town outside greater Bamako;OSM;
302;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4006675;-3.0815234;0101000020E6100000ACDE86BDF5A608C0E223624A24CD2C40;Madougou-Dogon;Town outside greater Bamako;OSM;old name was Madougou
303;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1332206;-4.6286563;0101000020E61000008DB2237ABE8312C0974E907D35442840;Mahou;Town outside greater Bamako;OSM;old name was Mao
304;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6779667;-9.0466205;0101000020E610000076A565A4DE1722C0D98D88731E5B2940;Makono (in Sirakoro, Kita);Town outside greater Bamako;OSM;
305;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0192302;-4.4628829;0101000020E6100000B48295F9FDD911C0EB30708AD8092A40;Mandiakuy;Town outside greater Bamako;OSM;old name was Mandjakoui
306;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5831548;-10.8654174;0101000020E610000059C74CFD17BB25C0C7021544932A2D40;Maritoumania;Town outside greater Bamako;OSM;
307;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5915127;-6.1574933;0101000020E6100000415B73EC45A118C05A56ABC0DA2E2B40;Markanibougou;Town outside greater Bamako;OSM;
308;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2808709;-6.5017778;0101000020E6100000716F230AD2011AC0D2CB834FCE8F2A40;Massala (in Ségou, Ségou);Town outside greater Bamako;OSM;
309;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4931428;-7.8045169;0101000020E610000035513A47D3371FC007848C367DFC2A40;Massantola;Town outside greater Bamako;OSM;
310;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.8577557;-6.773048;0101000020E6100000EDF318E599171BC049EA4EC12BB72740;Massigui;Town outside greater Bamako;OSM;
311;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.8458337;-4.9666666;0101000020E6100000C48A64D9DDDD13C098B55E1D11B12B40;Matomo Marka;Town outside greater Bamako;OSM;
312;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3955555;-4.6733331;0101000020E6100000D7416F3B7EB112C08081204086CA2840;Menamba1;Town outside greater Bamako;OSM;old name was Manenba
313;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.1911116;-6.3247223;0101000020E6100000AB20AB00844C19C0C0C52F61D9612640;Miniko-Soba;Town outside greater Bamako;OSM;
314;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.7572939;-2.4449878;0101000020E6100000B0F380C3558F03C0D6F55503DEC13040;Minkiéri;Town outside greater Bamako;OSM;old name was Minkiri
315;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.2677775;-5.7424998;0101000020E61000006B2519DE51F816C09335EA211A892640;Missirikoro;Town outside greater Bamako;OSM;
316;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1714477;-5.3282784;0101000020E6100000CEEE7F36285015C0E7F230FEC7572840;Molobala;Town outside greater Bamako;OSM;
317;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.6757678;-1.9511215;0101000020E6100000035C902DCB37FFBF3661B13CFE592D40;Mondoro-Habe (in Mondoro, Douentza);Town outside greater Bamako;OSM;old name was Moundoro
318;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6633255;-5.0431951;0101000020E6100000CA6317563B2C14C0A83462669F532940;Moribila-Kagoua;Town outside greater Bamako;OSM;
319;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.3294989;-4.5991851;0101000020E6100000800063C7906512C0CE226F14B4A82C40;Moura;Town outside greater Bamako;OSM;old name was Mourrari
320;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4687043;-7.471567;0101000020E6100000C87DAB75E2E21DC039FD8F02FAEF2C40;Mourdiah;Town outside greater Bamako;OSM;
321;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.372875;-6.8710867;0101000020E610000019ECE126FE7B1BC0F4FDD478E9BE2840;N'Gara (in Dioïla, Dioïla);Town outside greater Bamako;OSM;
322;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3100102;-6.5040355;0101000020E61000008F17D2E121041AC054DA2CA8B99E2A40;N'Gara (in Ségou, Ségou);Town outside greater Bamako;OSM;
323;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0802636;-6.2039917;0101000020E61000002D9F4033E3D018C0531E824F18292A40;N'Gassola;Town outside greater Bamako;OSM;
324;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.246111;-5.1416669;0101000020E6100000EBB3B920119114C0295FD042027E2A40;N'Goa;Town outside greater Bamako;OSM;
325;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1739461;-6.7152697;0101000020E6100000684705A96FDC1AC0938895760F592840;N'Golobougou (in Banco, Dioïla);Town outside greater Bamako;OSM;
326;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.4265094;-5.6830074;0101000020E610000037B4B74A66BB16C088DFA8705FDA2840;N'Golonianaso;Town outside greater Bamako;OSM;
327;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.6584655;-3.7177201;0101000020E61000006E742909E4BD0DC0AD16D86322512F40;N'Gorkou;Town outside greater Bamako;OSM;old name was Ngorkou
328;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.6378894;-3.3706122;0101000020E610000028FD738703F70AC01DEE7E7099462F40;N'Gouma;Town outside greater Bamako;OSM;old name was Ngouma
329;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.4255965;-7.4899292;0101000020E6100000F96B0D00B0F51DC08995D1C8E7D92840;N'Gouraba;Town outside greater Bamako;OSM;
330;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.2969446;-5.478611;0101000020E6100000FF05820019EA15C09672631F09982840;N'Goutjina;Town outside greater Bamako;OSM;
331;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.3596205;-6.1147973;0101000020E610000029AD646C8D7518C03DF19C2D20B82640;N'Kourala;Town outside greater Bamako;OSM;
332;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.5997218;-5.1636109;0101000020E61000009613A39D89A714C081655BBC0E332940;N'Tagonasso;Town outside greater Bamako;OSM;
333;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.3508541;-7.7226403;0101000020E610000026169DD1FBE31EC0C4550A26A3B32640;N'Tentou;Town outside greater Bamako;OSM;old name was Ténintou
334;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.5230991;-0.4769065;0101000020E61000001EFD2FD7A285DEBF52222EA5D30B2F40;N'Tillit;Town outside greater Bamako;OSM;old name was I-n-Tillit
335;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.1203755;-6.2386983;0101000020E61000007571C0536DF418C0B37A87DBA13D2640;N'Tjikouna;Town outside greater Bamako;OSM;
336;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.5062723;-6.5065932;0101000020E61000000381295EC0061AC0CCBD761F36032740;N'Tjila;Town outside greater Bamako;OSM;
337;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1712344;-5.2992627;0101000020E610000090A6D5EB713215C07EE60709AC572A40;N'Toba;Town outside greater Bamako;OSM;
338;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1225005;-5.0541668;0101000020E6100000AB1D6A80773714C0BF7CB262B83E2A40;N'Torosso Bolokalasso;Town outside greater Bamako;OSM;
339;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.5264812;-5.7710498;0101000020E610000070592A148E1517C0ECEA9FF18E0D2940;N'Tossoni;Town outside greater Bamako;OSM;
340;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3627777;-6.5933333;0101000020E6100000D382BCC3925F1AC0AB6FAAFFBDB92840;NTobougou;Town outside greater Bamako;OSM;
341;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3645666;-9.3869735;0101000020E61000005AD6FD6321C622C0866D3079A8BA2A40;Namala;Town outside greater Bamako;OSM;
342;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.2785599;-5.5522953;0101000020E610000023F02CE68C3516C03DF438679F8E2E40;Nampala;Town outside greater Bamako;OSM;
343;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0947061;-5.5035861;0101000020E610000078E11813AC0316C0A27664517D302A40;Nampasso;Town outside greater Bamako;OSM;
344;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.8701213;-6.3179863;0101000020E6100000DF4D5C339E4519C0231BFE8980BD2540;Nangalasso;Town outside greater Bamako;OSM;
345;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6661236;-6.6063027;0101000020E6100000EFE76F9DDA6C1AC005300A270E552940;Nangola;Town outside greater Bamako;OSM;
346;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.1712509;-7.2888666;0101000020E61000007AA05FA5CC271DC036D2AD32AE572E40;Nara;Town outside greater Bamako;OSM;
347;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.3346782;-5.8329197;0101000020E6100000CAC6DEE6E85417C0495EE7F05AAB2640;Natien;Town outside greater Bamako;OSM;
348;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1315402;-8.2336579;0101000020E610000072E71D02A27720C0F637B23C59432840;Niagadina;Town outside greater Bamako;OSM;
349;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.942041;-5.8573287;0101000020E610000054B02193E76D17C076FBAC3253E22940;Niala;Town outside greater Bamako;OSM;
350;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0375003;-5.2024999;0101000020E6100000E9C53F225CCF14C02D2E443D33132A40;Niamana Sobala;Town outside greater Bamako;OSM;
351;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.7594442;-4.9783335;0101000020E61000002A53CC41D0E913C01646C4DED5842940;Nianaso;Town outside greater Bamako;OSM;
352;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2778341;-10.1727803;0101000020E610000040C9D3A8765824C05C6D6A45408E2A40;Niantasso;Town outside greater Bamako;OSM;
353;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7961101;-6.5770088;0101000020E61000004E041665DB4E1AC0D40737BE9B972740;Niantjila;Town outside greater Bamako;OSM;
354;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2058335;-5.0405555;0101000020E610000014B18861872914C0AAD72D0263692A40;Niasso;Town outside greater Bamako;OSM;
355;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.8566511;-5.5042431;0101000020E610000044EF9E4D580416C0342A15F99AB62540;Nimbougou;Town outside greater Bamako;OSM;
356;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.2534225;-5.9910481;0101000020E6100000400D2950D5F617C020240B98C0812C40;Niono;Town outside greater Bamako;OSM;
357;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.411803;-8.8781138;0101000020E61000002355CA2198C121C015CAC2D7D7D22840;Niouma-Makana;Town outside greater Bamako;OSM;
358;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7562375;-5.563993;0101000020E610000014B18861874116C08104C58F31832740;Nongo-Souala;Town outside greater Bamako;OSM;
359;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2236947;-7.8584432;0101000020E6100000F4E4F5BB0B6F1FC0BA93991C88722A40;Nonkon;Town outside greater Bamako;OSM;
360;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.6999764;-5.5168769;0101000020E6100000403B962D481116C092F1834E63662B40;Nonongo;Town outside greater Bamako;OSM;
361;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.0950528;-7.9367852;0101000020E6100000DD81959E44BF1FC055C9B6C2AA302A40;Nossombougou;Town outside greater Bamako;OSM;
362;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3177923;-6.9820473;0101000020E61000001A80B2CE9DED1BC05CD71EACB5A22A40;Nyamina;Town outside greater Bamako;OSM;old name was Niamina
363;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.2493976;-10.4619937;0101000020E610000084EA30708AEC24C0DB66CF0AB17F2C40;Ossoubidiania;Town outside greater Bamako;OSM;
364;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5938529;-10.3774838;0101000020E6100000248A7F8E45C124C0FF44C07C0D302B40;Oualia;Town outside greater Bamako;OSM;
365;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.1816275;0.7213021;0101000020E6100000E8274124E814E73FC51B9947FE5C2E40;Ouattagouna;Town outside greater Bamako;OSM;
366;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.5924997;-5.3397221;0101000020E6100000EDE9341CE05B15C095C7E41E5C2F2940;Oula;Town outside greater Bamako;OSM;
367;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.201033;-7.9315655;0101000020E6100000DA53724EECB91FC063D520CCED662A40;Ouolodo;Town outside greater Bamako;OSM;
368;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5004989;-4.8615211;0101000020E61000007B415596327213C0325E4E6441002B40;Ouolon;Town outside greater Bamako;OSM;
369;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3847972;-3.8270831;0101000020E610000029988CBEDD9D0EC04B2F7B2304C52A40;Ouonkoro;Town outside greater Bamako;OSM;
370;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.279649;-4.5989973;0101000020E6100000B791578C5F6512C0DCB75A272E8F2C40;Uro Modi;Town outside greater Bamako;OSM;
371;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;10.8793112;-7.155419;0101000020E610000046B58828269F1CC05603DE1335C22540;Ouroumpana;Town outside greater Bamako;OSM;
372;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7006572;-7.9209943;0101000020E6100000AC35392119AF1FC0F3695F8ABC662740;Ouroun;Town outside greater Bamako;OSM;old name was Ourou
373;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4284548;-6.2165853;0101000020E61000006A2D7189C8DD18C0E2A0736D5EDB2A40;Pelengana;Town outside greater Bamako;OSM;
374;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.4305553;-5.7547222;0101000020E6100000BC427AE5D50417C02B3D89BE71DC2640;Pimperna;Town outside greater Bamako;OSM;
375;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.8987223;-5.9101689;0101000020E61000005E58ED5003A417C02E5F4D5425CC2B40;Pogo;Town outside greater Bamako;OSM;
376;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.5923828;-4.4596346;0101000020E6100000AF70DC73AAD611C081B63066A6973040;Razelma;Town outside greater Bamako;OSM;old name was Raz el Ma
377;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.891613;-11.7054385;0101000020E6100000B8AD2D3C2F6927C07C60C77F81C82B40;Sadiola;Town outside greater Bamako;OSM;
378;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.0849904;-8.1004728;0101000020E61000006D46BC2B713320C0ABF298DC832B2C40;Sagabala;Town outside greater Bamako;OSM;
379;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.5830417;-9.8038153;0101000020E6100000820CD3AD8D9B23C093681371842A2940;Sagabari;Town outside greater Bamako;OSM;
380;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.1137358;-6.7275104;0101000020E6100000E0FF7D7CF8E81AC0D0C42A943B3A2C40;Sagala;Town outside greater Bamako;OSM;
381;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;15.6244231;-4.0487253;0101000020E61000007FF3870BE53110C0DFBB7262B43F2F40;Sah;Town outside greater Bamako;OSM;
382;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;16.0595421;-3.4592991;0101000020E61000006AA8AC01A5AC0BC0343CAC263E0F3040;Salakoira;Town outside greater Bamako;OSM;old name was Salakoyra
383;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.3821031;-6.5109016;0101000020E610000074E5FDC9290B1AC083667C04A3C32A40;Sama Foulala;Town outside greater Bamako;OSM;
384;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8520765;-5.5000082;0101000020E610000064ED4A26020016C05B61FA5E43B42940;Samabogo;Town outside greater Bamako;OSM;
385;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.703252;-4.044126;0101000020E6100000FA9CBB5D2F2D10C075B169A510682D40;Sampara;Town outside greater Bamako;OSM;
386;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.9686078;-6.4086938;0101000020E6100000D64FA4A080A219C00F4D8F5CEDEF2940;Sanando;Town outside greater Bamako;OSM;
387;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0554836;-7.7054288;0101000020E610000048A066ED5BD21EC0BFEDAE58681C2840;Sanankoro Djitoumou;Town outside greater Bamako;OSM;
388;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.4353181;-8.7401808;0101000020E6100000154152FAF87A21C0B6B69503E2DE2840;Sandama;Town outside greater Bamako;OSM;old name was Sandamba
389;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7218782;-6.0037017;0101000020E610000027C2E160CA0318C00564F9049A712B40;Sansanding;Town outside greater Bamako;OSM;
390;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7086401;-6.8569799;0101000020E610000041518F238C6D1BC0B2440CE0D26A2740;Sanso;Town outside greater Bamako;OSM;
391;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.748333;-5.9527779;0101000020E6100000FF678302A5CF17C0FF08C380257F2740;Sanzana;Town outside greater Bamako;OSM;
392;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7224824;-5.2390029;0101000020E6100000BD981C2DBDF414C006DF8F36E9712B40;Sarro;Town outside greater Bamako;OSM;
393;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.8289971;-4.9928342;0101000020E6100000BB664D87A9F813C02BF5D14E72A82B40;Saye;Town outside greater Bamako;OSM;
394;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.6945679;-8.3795639;0101000020E6100000047C123356C220C0EAB35E679E632B40;Sebekoro I;Town outside greater Bamako;OSM;
395;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.9583786;-8.9904028;0101000020E6100000D1BB671316FB21C05E5F9099B0EA2940;Sébékoro;Town outside greater Bamako;OSM;
396;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4252548;-6.2929274;0101000020E6100000C4680C29F52B19C01DEF44FFBAD92A40;Sebougou;Town outside greater Bamako;OSM;
397;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5629536;-10.9726565;0101000020E6100000D07B630800F225C0B8544A743B202D40;Ségala Ndi;Town outside greater Bamako;OSM;
398;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.7437173;-8.3384822;0101000020E6100000678EF6894DAD20C058F09183C87C2740;Séléfougou;Town outside greater Bamako;OSM;old name was Téléfoungou
399;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8103206;-9.3536992;0101000020E6100000233EC10F18B522C0DA8C7857E29E2940;Senko;Town outside greater Bamako;OSM;
400;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.8114306;-11.0621525;0101000020E6100000B2BAD573D21F26C083F2E3D4739F2D40;Sero;Town outside greater Bamako;OSM;
401;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2752905;-7.5745232;0101000020E61000004E2C4BCF4F4C1EC08ACC5CE0F28C2A40;Siarakorola;Town outside greater Bamako;OSM;
402;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.7751606;-5.8773794;0101000020E610000085BCD4BE6F8217C0A44BA4D9E18C2B40;Sibila;Town outside greater Bamako;OSM;
403;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.6672876;-7.599296;0101000020E6100000957EC2D9AD651EC07B0D66B8A6552740;Sido;Town outside greater Bamako;OSM;
404;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.3516665;-5.4341664;0101000020E61000009516E41D96BC15C09432A9A10DB42840;Sincina;Town outside greater Bamako;OSM;
405;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.0874996;-5.5500001;0101000020E6100000DA2FE939333316C07FD360BFCC2C2840;Sinkolo;Town outside greater Bamako;OSM;
406;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.6835726;-9.2286245;0101000020E6100000F3203D450E7522C025E2523AFD5D2940;Sirakoro (in Sirakoro, Kita);Town outside greater Bamako;OSM;
407;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.1073836;-11.2252397;0101000020E61000008E85329E527326C0E540B4FBFA362A40;Sitakily;Town outside greater Bamako;OSM;
408;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5380605;-4.0903538;0101000020E6100000FD46E0B4855C10C0F08975AA7C132D40;Socoura;Town outside greater Bamako;OSM;"old name was Sokoura;Sokouna"
409;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2116361;-6.3478688;0101000020E6100000EF31FDB7376419C0544E20915B6C2A40;Soignebougou;Town outside greater Bamako;OSM;
410;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.7414252;-6.1209335;0101000020E610000098F6CDFDD57B18C04BDC74159C7B2D40;Sokolo;Town outside greater Bamako;OSM;
411;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.5077781;-3.7669995;0101000020E6100000066344A2D0220EC00240BA7DFB032B40;Sokoura;Town outside greater Bamako;OSM;
412;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;11.2262697;-8.4413605;0101000020E61000000F7EE200FAE120C0C626439FD9732640;Soloba;Town outside greater Bamako;OSM;
413;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.5466671;-11.6077777;0101000020E6100000E87981A32E3727C02C9908C0E4172D40;Somankidy;Town outside greater Bamako;OSM;
414;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.8621336;-5.5977339;0101000020E610000096D7005B146416C0C490419369B92940;Somasso;Town outside greater Bamako;OSM;
415;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.2401311;-4.7797515;0101000020E61000001C075E2D771E13C04881AA76F27A2A40;Somo (in San, San);Town outside greater Bamako;OSM;
416;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.328234;-6.6879598;0101000020E6100000CED9A78878C01AC0DBDE6E490EA82A40;Somo (in Tamani, Barouéli);Town outside greater Bamako;OSM;
417;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.519722;-5.2544446;0101000020E610000041930E208D0415C0FF058200190A2940;Sorobasso;Town outside greater Bamako;OSM;
418;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.4402805;-3.486293;0101000020E610000098309A95EDE30BC0102219726CE12C40;Soroly;Town outside greater Bamako;OSM;old name was Soroli
419;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.4138298;-6.5966449;0101000020E6100000FF4C73E1F6621AC06F38E27FE1D32A40;Souba;Town outside greater Bamako;OSM;
420;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;13.8636647;-3.5021139;0101000020E6100000A5EFDA4A54040CC0576B724232BA2B40;Soubala;Town outside greater Bamako;OSM;
421;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;12.1724996;-5.1875;0101000020E61000000000000000C014C06B2519DE51582840;Sougoumba;Town outside greater Bamako;OSM;
422;0;7;2015-10-15 14:03:40.91132+02;;;0;0;0;14.6650393;-3.2711368;0101000020E6100000CEEF45C5492B0AC0061CF80780542D40;Sougui;Town outside greater Bamako;OSM;
